HOTEL_NAME,HOTEL_RATING,HOTEL_PRICE,HOTEL_LOCATION,HOTEL_REVIEW_URL,REVIEW_RATING,REVIEW_DATE,REVIEW_HELPFUL_VOTES,REVIEW_TEXT
Fairmont Hotel Vier Jahreszeiten,bubble_45,"COP 1,695,205","Neuer Jungfernstieg 9 - 14, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d194643-Reviews-Fairmont_Hotel_Vier_Jahreszeiten-Hamburg.html,bubble_50,Date of stay: July 2022,,"Location in the heart of the city right next to Alster Lake and walking distance to major shopping & eateries. Stayed 13 nights in Deluxe Room which was large with walk in robe & luxury bathroom, separate bath & Walk in shower. Beds were very comfortable & the room was spotless I would rate this as a 10 star Hotel, if there was such a rating. My only request would be to also add drinking chocolate sachets as not everyone drinks either tea or coffee. All staff were amazing, courteous, friendly & always greeting with a smile from Reception to room servicing staff & the front porters. The room has individually controlled air-conditioning, which was beneficial in the heat wave & humidity experienced in July 2022. When staying for a longer period, try to negotiate a better than standard room charge as it is a high class Hotel with room charges accordingly. It is definitely worth treating yourself to some luxury.…"
Fairmont Hotel Vier Jahreszeiten,bubble_45,"COP 1,695,205","Neuer Jungfernstieg 9 - 14, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d194643-Reviews-Fairmont_Hotel_Vier_Jahreszeiten-Hamburg.html,bubble_50,Date of stay: August 2022,1 Helpful vote,"I have never felt more welcome at a hotel/restaurant. From the greeter and security at the front door, to the maître D, to wait staff. The service was spectacular and a dinner we will never forget. Even though we were casual and underdressed, we received a welcome like kings. The food was excellent, best filet mignon e I have ever had, perfectly grilled, crispy yet medium on the inside. Can’t wait to go back. Thank you from the bottom of our hearts!"
Fairmont Hotel Vier Jahreszeiten,bubble_45,"COP 1,695,205","Neuer Jungfernstieg 9 - 14, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d194643-Reviews-Fairmont_Hotel_Vier_Jahreszeiten-Hamburg.html,bubble_50,Date of stay: July 2022,1 Helpful vote,"we stayed at this Hotel at the end of July,2022 we enjoyed it, the rooms very clean, the housekeeper always there when we needed them, the front desk offered the help we asked for, the only remarks will be concerning the variety of the room service menu but we can understand it and always has something to do with COVID-19 but still the Hotel it the middle of the city and there is a plenty of restaurants in that area, definitely we will stay at this hotel in the future,"
Fairmont Hotel Vier Jahreszeiten,bubble_45,"COP 1,695,205","Neuer Jungfernstieg 9 - 14, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d194643-Reviews-Fairmont_Hotel_Vier_Jahreszeiten-Hamburg.html,bubble_50,Date of stay: July 2022,1 Helpful vote,"Best hotel in Hamburg. From front desk to room service, from doorman to restaurant metre. Fantastic people. Best products used such as olive oil, lavatory amenities etc, nice room sizes and categories, the best location, I just love this hotel and use it for more than 10 years. German excellence and durability"
Fairmont Hotel Vier Jahreszeiten,bubble_45,"COP 1,695,205","Neuer Jungfernstieg 9 - 14, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d194643-Reviews-Fairmont_Hotel_Vier_Jahreszeiten-Hamburg.html,bubble_50,Date of stay: July 2022,1 Helpful vote,"Great attention from the team, the location is fantastic with a wonderful view. The room was lovely, very comfortable and clean. The food was great, and we had a tight agenda that was perfectly managed. If you have time, you should visit the terrasse.  All was perfect !"
Fairmont Hotel Vier Jahreszeiten,bubble_45,"COP 1,695,205","Neuer Jungfernstieg 9 - 14, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d194643-Reviews-Fairmont_Hotel_Vier_Jahreszeiten-Hamburg.html,bubble_50,Date of stay: July 2022,1 Helpful vote,The Fairmont Four Seasons(Vier Jahreszeiten) is a stunning hotel in a perfect location to explor Hamburg. Our room overlooked the internal lake and was easy walking to all the shopping areas. Beautifully maintained and huge! Breakfasts were a treat! The public areas are stunning and the floral arrangements are Instagram material! We ate in the Bistro twice as the meals were so good. Perfect schnitzels! Staff 1st class
Fairmont Hotel Vier Jahreszeiten,bubble_45,"COP 1,695,205","Neuer Jungfernstieg 9 - 14, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d194643-Reviews-Fairmont_Hotel_Vier_Jahreszeiten-Hamburg.html,bubble_40,Date of stay: June 2022,1 Helpful vote,Good experience in general. However my taxi was stolen. The doorman did not engage with the taxi drivers called by the hotel and left the guests to organise themselves. I waited in a queue while others pushed in. I had to call an UBER which was stressful as I needed to catch a flight from the airport.
Fairmont Hotel Vier Jahreszeiten,bubble_45,"COP 1,695,205","Neuer Jungfernstieg 9 - 14, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d194643-Reviews-Fairmont_Hotel_Vier_Jahreszeiten-Hamburg.html,bubble_50,Date of stay: June 2022,1 Helpful vote,"It is Germany’s Number 1 Hotel and also my “go-to” hotel in Germany and in all of Europe for exquisite service, attention to detail, excellent food & drink, and sheer beauty of the Hotel and it’s locale.This American and also German gives a 10"
Fairmont Hotel Vier Jahreszeiten,bubble_45,"COP 1,695,205","Neuer Jungfernstieg 9 - 14, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d194643-Reviews-Fairmont_Hotel_Vier_Jahreszeiten-Hamburg.html,bubble_50,Date of stay: June 2022,1 Helpful vote,"This was a one night stay for the two of us, between short cruises.   We arrived far too early for our room to be ready, and were delighted to be welcomed so warmly by Herr Esposito at the front desk, who not only assured us it was no problem, but also immediately invited us to the breakfast restaurant to start our day.   I must mention what was probably the best breakfast I have enjoyed at any hotel: the food and the outstanding service there set the tone for the rest of our short stay... Superb.   We were lucky, as our junior suite was upgraded to a beautiful full suite, which, together with the exceptional personal and friendly service made us feel that we were treated like royalty.   Some examples of the great service from various members of staff: happily offering to clean some marks from my wife's shoes, providing advice tailored to our interests for walking around the parks and the locality, the restaurant staff with their brilliant anticipation and their recommendations and offering to ""find anything not seen on the menu"" at breakfast and dinner, and some maids who were happy to guide us to where we needed to be in the hotel. All of this was delivered with a smile and in impeccable English (my German is not as good as it should be!)   Being brought a bowl of strawberries with with our drinks on the rooftop terrace was an unexpected treat, too.   Our suite, the restaurants, bars and the public areas were all extremely clean, tidy and well-presented. The ambience was that of traditional refined luxury in a truly grand hotel.  Overall, a most impressive hotel, in a very well located and beautiful building, staffed with with delightful people who care about their guests.   Vielen Dank to all of those who looked after us so well. We have recommended you to our family and friends, and we shall make a point of returning when we are next in Hamburg.…"
Fairmont Hotel Vier Jahreszeiten,bubble_45,"COP 1,695,205","Neuer Jungfernstieg 9 - 14, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d194643-Reviews-Fairmont_Hotel_Vier_Jahreszeiten-Hamburg.html,bubble_50,Date of stay: March 2022,1 Helpful vote,Wonderful and attentive staff who were very helpful and engaging. Very clean and attractive hotel located in the downtown area near the lake  Evething was a great place . and many activities and restaurants
Fairmont Hotel Vier Jahreszeiten,bubble_45,"COP 1,695,205","Neuer Jungfernstieg 9 - 14, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d194643-Reviews-Fairmont_Hotel_Vier_Jahreszeiten-Hamburg.html,bubble_50,Date of stay: May 2022,1 Helpful vote,"Fabulous service. With such attention to detail and full respect for clients. They really do everything to make our stay memorable.  Once you stay there, you realize what is a real luxury hotel with a royal service."
Fairmont Hotel Vier Jahreszeiten,bubble_45,"COP 1,695,205","Neuer Jungfernstieg 9 - 14, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d194643-Reviews-Fairmont_Hotel_Vier_Jahreszeiten-Hamburg.html,bubble_40,Date of stay: April 2022,1 Helpful vote,Attentive staff and a classy atmosphere in a superb location. One of the few remaining hotels that deserve the title Grand Hotel. Starting with attentive doormen through to every room-service member serving with pride
Fairmont Hotel Vier Jahreszeiten,bubble_45,"COP 1,695,205","Neuer Jungfernstieg 9 - 14, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d194643-Reviews-Fairmont_Hotel_Vier_Jahreszeiten-Hamburg.html,bubble_50,Date of stay: April 2022,1 Helpful vote,A truly fabulous hotel with a superb choice of restaurants excellent cuisine and friendly staff who all went out of their way to make our stay more comfortable and enjoyable. The rooms have been refurbished and stylish making or stay really enjoyable.
Fairmont Hotel Vier Jahreszeiten,bubble_45,"COP 1,695,205","Neuer Jungfernstieg 9 - 14, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d194643-Reviews-Fairmont_Hotel_Vier_Jahreszeiten-Hamburg.html,bubble_50,Date of stay: April 2022,1 Helpful vote,"We greatly enjoyed our stay at Hotel Vier Jahreszeiten and will definitely be back. Location is superb, staff is attentive and the hotel beautifully kept. In this hotel they certainly are mindfull of all details, which in my opinion the luxury lies in, and the rooms are very tidy. Breakfast in the room and downstairs at Condi were both equally delicious, which is not always the case with in-room breakfast. This hotel also has great restaurants and you can have a beautiful evening tea at the lobby bar. We greatly enjoyed our stay at Hotel Vier Jahreszeiten and will definitely be back. Location is superb, staff is attentive and the hotel beautifully kept. In this hotel they certainly are mindfull of all details, which in my opinion the luxury lies in, and the rooms are very tidy.…"
Fairmont Hotel Vier Jahreszeiten,bubble_45,"COP 1,695,205","Neuer Jungfernstieg 9 - 14, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d194643-Reviews-Fairmont_Hotel_Vier_Jahreszeiten-Hamburg.html,bubble_50,Date of stay: March 2022,1 Helpful vote,Great staff and attentive staff that were very helpful and engaging.  Very clean and quaint hotel that is located in downtown area close to  lake and many activities and restaurants.   I did not use the bar or  restaurants during my overnight stay.
Fairmont Hotel Vier Jahreszeiten,bubble_45,"COP 1,695,205","Neuer Jungfernstieg 9 - 14, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d194643-Reviews-Fairmont_Hotel_Vier_Jahreszeiten-Hamburg.html,bubble_30,Date of stay: December 2021,1 Helpful vote,"We know this excellent hotel well and utterly enjoyed it in the past. This time was different. Allready when booking (we speak native german) misunderstandings and a not so capable nor motivated lady on the phone. Well we booked a QUIET (our request) junior suite. But they gave us the worst possible room on the third floor above a big marriage celebration. Until 2 o'clock in the morning bouncing in our beds. Night and day reception and guest relations manager apoligized, since they admitted the mistake, our requets was in the reservation. How is this possible we asked oourselves, there was no answer.....Damage management; first a bottle of champagne, then some refunding but offcourse all too late. And a bit like a 'protocol', we would have liked a more personal approach and an…"
Fairmont Hotel Vier Jahreszeiten,bubble_45,"COP 1,695,205","Neuer Jungfernstieg 9 - 14, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d194643-Reviews-Fairmont_Hotel_Vier_Jahreszeiten-Hamburg.html,bubble_50,Date of stay: December 2021,1 Helpful vote,Spent some wonderful days over Christmas at this beautiful hotel.  It’s an amazing hotel in a great location that also offers some excellent dining options.  The staff had a great eye for detail and was very friendly and attentive throughout our stay.  Highly recommended!
Fairmont Hotel Vier Jahreszeiten,bubble_45,"COP 1,695,205","Neuer Jungfernstieg 9 - 14, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d194643-Reviews-Fairmont_Hotel_Vier_Jahreszeiten-Hamburg.html,bubble_50,Date of stay: December 2021,1 Helpful vote,"Loved this hotel, the service, the spa treatment, the food, the Christmas decorations, like a fairytale! Perfect locations, good restaurants, very sweet parkering service staff.  The best hotel experience ever.  We will som be back, that’s for sure:)"
Fairmont Hotel Vier Jahreszeiten,bubble_45,"COP 1,695,205","Neuer Jungfernstieg 9 - 14, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d194643-Reviews-Fairmont_Hotel_Vier_Jahreszeiten-Hamburg.html,bubble_50,Date of stay: December 2021,1 Helpful vote,I had a great experience in such a lovely hotel. It was amazing to stay in these two nights in there. From the first moment I had the phone call with the reservation guy until the last second l left this hotel with the help of valid guy to get my car ready Was all amazing And perfectly managed. Thank you so much for the great hospitality.
Fairmont Hotel Vier Jahreszeiten,bubble_45,"COP 1,695,205","Neuer Jungfernstieg 9 - 14, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d194643-Reviews-Fairmont_Hotel_Vier_Jahreszeiten-Hamburg.html,bubble_50,Date of stay: November 2021,1 Helpful vote,"Returning to HVJ after a very long time (last time with my parents as a child). Lovely 2 night stay over very busy weekend. Hotel is superbly located in the heart of the city overlooking Inner Alster Lake, with walking distance to upscale shopping, Laeizhalle concert hall and many sights which is very convenient. Very old-worldly elegant (not stuffy), but cozy decor, hotel really has a sense of place and is spotlessly clean. Front desk, concierge, room service, breakfast team, all super efficient and super nice despite very busy weekend and full occupancy. Only little point for criticism: doorman could have been a little bit more proactive in helping with unloading car/luggage. We will return for sure when in Hamburg next time. "
The Fontenay Hamburg,bubble_45,"COP 1,770,952","Fontenay 10, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d11809998-Reviews-The_Fontenay_Hamburg-Hamburg.html,bubble_50,Date of stay: August 2022,,"Fantastic modern hotel in an amazing location. The staff are exceptionally friendly, helpful and kind. The room and facilities are fantastic with lots of lovely little touches.  We were greeted with a bottle of champagne in our suite. The food without exception was superb, down to the fruit provided in the room. Despite the hotel appearing very busy, service was always exceptional in all areas with a smile.  The location at the lakeside was stunning with just a few minutes walk to the city centre. We couldn’t recommend more highly and will definitely be back."
The Fontenay Hamburg,bubble_45,"COP 1,770,952","Fontenay 10, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d11809998-Reviews-The_Fontenay_Hamburg-Hamburg.html,bubble_50,Date of stay: August 2022,,i visited fontenay many times and i would say they sre best hotel in germany and hamburg i am really happy always to stay in this property  everything is perfect in this hotel nice spa big rooms  and very friendly staff
The Fontenay Hamburg,bubble_45,"COP 1,770,952","Fontenay 10, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d11809998-Reviews-The_Fontenay_Hamburg-Hamburg.html,bubble_40,Date of stay: June 2022,1 Helpful vote,"When we booked for this modern hotel near the lake, I was under the impression we would be getting a lake view.  I'm still not sure why it didn't happen: guess we were not ""high enough"" priority. The room itself was nice, clean; had complementary mini bar which was a nice touch. Reception people were friendly and showed us to the room.  Floor to ceiling windows for what view there was."
The Fontenay Hamburg,bubble_45,"COP 1,770,952","Fontenay 10, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d11809998-Reviews-The_Fontenay_Hamburg-Hamburg.html,bubble_50,Date of stay: October 2020,2 Helpful votes,love the architecture the spa the pool roomservice. there is nothing to complain about this property. Fascinating interiors all with the best materials. High tech but easy to understand. love the wooden floors- no smelly carpets.... cant wait to return
The Fontenay Hamburg,bubble_45,"COP 1,770,952","Fontenay 10, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d11809998-Reviews-The_Fontenay_Hamburg-Hamburg.html,bubble_20,Date of stay: August 2020,2 Helpful votes,"Although my husband and I decided to stay at the Atlantic during our Hamburg trip, we went to the Fontenay for a tea break. It was just lovely to sit on the terrace, overlooking the Alster, having our tea and a very good crème brûlée. HOWEVER, when it came to paying, we struggled to get the waiting staff's attention, and then, after 15 minutes have passed, we just lost patience, left money on the table and left.  The tables were about 50% occupied."
The Fontenay Hamburg,bubble_45,"COP 1,770,952","Fontenay 10, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d11809998-Reviews-The_Fontenay_Hamburg-Hamburg.html,bubble_40,Date of stay: August 2020,2 Helpful votes,"A contemporary hotel in a perfect location. The rooms are spacious, well-decorated with all necessary comfort. If the welcoming wasn’t of the warmest, the bar’s food was delicious with a special mention for the vegetable bowls. However, one of the main problems, was the spider overpopulation. There were hundreds of them wandering on the balconies, moving through their spiderwebs while customers were eating and drinking. Corona measures were well-respected and the fitness center had a wonderful equipment. Professional but failed to create a welcoming and heartwarming atmosphere. Breakfast was a huge disappointment as microscopic portions were served. As a conclusion, the Fontenay hôtel is great place which stills need a few improvements."
The Fontenay Hamburg,bubble_45,"COP 1,770,952","Fontenay 10, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d11809998-Reviews-The_Fontenay_Hamburg-Hamburg.html,bubble_20,Date of stay: July 2020,1 Helpful vote,"We had to leave one day early for good reasons. The hotel management insisted that we should pay the full amount for the cancelled day - including breakfast - and explained that it was all because of booking.com who forced them to act this way?. Overall - a cold, sterile and rigid hotel experience. Hotel first and guest second. There are much better places in Hamburg"
The Fontenay Hamburg,bubble_45,"COP 1,770,952","Fontenay 10, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d11809998-Reviews-The_Fontenay_Hamburg-Hamburg.html,bubble_50,Date of stay: July 2020,3 Helpful votes,"A relatively new hotel in Hamburg, just next to the Alster. No less than EUR 100m should have been spent on the hotel, and this definitely shows. Naturally, the hotel is also part of the LHW group and with good reason. The rooms are high standard and equipped with facilities we have not seen before (such as a special light setting in case of a cosy drink in the hotel room). What has stood out for us as a family is the pool on the 6. floor with stunning view of the city and the Alster. Also the coctail bar on the same floor is certainly worth a visit. Lastly, the hotel is located in a part of the city where it is relatively quiet, so although being in the center of the city, it is very relaxing to stay here. Highly recommendable. "
The Fontenay Hamburg,bubble_45,"COP 1,770,952","Fontenay 10, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d11809998-Reviews-The_Fontenay_Hamburg-Hamburg.html,bubble_50,Date of stay: March 2020,2 Helpful votes,"Hamburg is a true gem. The people, the vibe, the beautiful architecture and water combine to create a marvel of North Europe.   I thought it could not get better and I was happy to find how wrong I was.   Situated on Lake Alster, the Fontenay is an architectural marvel that is underscored due to its beautiful neighbors. Luxurious with a comfortable interior, the Fontenay is a must when it comes to visiting Hamburg.   Thank you to the kind and professional staff for making my stay as pleasant as possible and I look forward to my return."
The Fontenay Hamburg,bubble_45,"COP 1,770,952","Fontenay 10, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d11809998-Reviews-The_Fontenay_Hamburg-Hamburg.html,bubble_50,Date of stay: July 2019,2 Helpful votes,"We spent a long weekend at the Fontenay for my birthday and consider it really first class.  Beautiful suite, very fair family offer for an additional connecting room. Service is great, top concierge and we loved the pool at the rooftop.   Only the service at the rooftop bar was not that good..."
The Fontenay Hamburg,bubble_45,"COP 1,770,952","Fontenay 10, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d11809998-Reviews-The_Fontenay_Hamburg-Hamburg.html,bubble_50,Date of stay: November 2019,2 Helpful votes,"Stayed for two nights on a recent business trip to Hamburg  An all round first class experience, beginning at the check in and continuing throughout our stay. Rooms are very well equipped, and very comfortable. Buffet breakfast on ground floor is superb, dare I say, one of the best I have experienced. Bar area on 6th floor also great. Highly recommended for business or pleasure."
The Fontenay Hamburg,bubble_45,"COP 1,770,952","Fontenay 10, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d11809998-Reviews-The_Fontenay_Hamburg-Hamburg.html,bubble_50,Date of stay: October 2019,2 Helpful votes,"Really a top of the line hotel with a great location, staff that give you the feeling that they care and take time for you.  A short walk to the city.  The spa area is relaxing and a good intro to the day.    A great choice  "
The Fontenay Hamburg,bubble_45,"COP 1,770,952","Fontenay 10, 20354 Hamburg Germany",https://www.tripadvisor.com/Hotel_Review-g187331-d11809998-Reviews-The_Fontenay_Hamburg-Hamburg.html,bubble_50,Date of stay: September 2019,2 Helpful votes,Wonderful weekend break - visited the 6th floor bar for a super chicken Caesar salad in sunshine. Great views across the lake with all the yachts busy on the Saturday. Can see the fountain from here as well - good first place to orientate from.
Bulow Palais,bubble_50,"COP 610,680","Koenigstr. 14, 01097 Dresden, Saxony Germany",https://www.tripadvisor.com/Hotel_Review-g187399-d1222529-Reviews-Bulow_Palais-Dresden_Saxony.html,bubble_50,Date of stay: May 2022,,"Excellent stay with dog, nice rooms (lucky to get an upgrade to suite), nice surroundings and perfect location in Neustadt, nice staff, very good restaurant with delicious food and good wines, very good breakfast buffet."
Bulow Palais,bubble_50,"COP 610,680","Koenigstr. 14, 01097 Dresden, Saxony Germany",https://www.tripadvisor.com/Hotel_Review-g187399-d1222529-Reviews-Bulow_Palais-Dresden_Saxony.html,bubble_50,Date of stay: April 2022,,"Warm and welcoming! Situated in a quiet part of the City with all the great sites in walking distance. Everything was wonderful. The hotel had bags of charm and it was full of character, The Easter decorations were beautiful and fun. All services and amenities were perfectly in line with the status of the hotel and at no point did we feel any fuss was being made. We felt immediately at home and relaxed. The staff was wonderful, including in the Bar, Restaurant and Spa. Nothing was too much trouble."
Bulow Palais,bubble_50,"COP 610,680","Koenigstr. 14, 01097 Dresden, Saxony Germany",https://www.tripadvisor.com/Hotel_Review-g187399-d1222529-Reviews-Bulow_Palais-Dresden_Saxony.html,bubble_50,Date of stay: October 2021,,"we were in Dresden several times, this visit was the best mainly due to stay at Bulow Palace. Quiet location near to centre, service in hotel was just excellent, great breakfast, very good staff. Thanks a lot!"
